loss,accuracy,mean_io_u_wrapper_10,dice_coefficient,val_loss,val_accuracy,val_mean_io_u_wrapper_10,val_dice_coefficient
0.6877152323722839,0.7020500302314758,0.26022639870643616,0.3000800907611847,0.8333438634872437,0.7102962136268616,0.24871361255645752,0.29910513758659363
0.5918527245521545,0.7588759064674377,0.37814661860466003,0.4618474245071411,0.605975329875946,0.7602322697639465,0.34788548946380615,0.43400177359580994
0.526922345161438,0.7832014560699463,0.41321590542793274,0.49909940361976624,0.6803915500640869,0.7466145157814026,0.3253948390483856,0.4145407974720001
0.495365172624588,0.7946177124977112,0.4300159513950348,0.5146765112876892,0.5482768416404724,0.7872322201728821,0.40946319699287415,0.5143764615058899
0.45948371291160583,0.8110470771789551,0.4957908093929291,0.6066749095916748,0.549953043460846,0.7913491725921631,0.4526940882205963,0.5833189487457275
0.43892353773117065,0.8198288083076477,0.5193677544593811,0.6324454545974731,0.42562487721443176,0.8266012072563171,0.542245626449585,0.6732776165008545
0.4039384424686432,0.834253191947937,0.554320752620697,0.6727696061134338,0.41437244415283203,0.8366104364395142,0.5560448169708252,0.687873363494873
0.3789297640323639,0.8466050028800964,0.5876125693321228,0.7107923030853271,0.3711729943752289,0.8527514338493347,0.6030056476593018,0.7297660708427429
0.34320732951164246,0.8624110817909241,0.6286754012107849,0.7520172595977783,0.3740358054637909,0.8573665022850037,0.6067892909049988,0.7341387271881104
0.3364782929420471,0.8673615455627441,0.6422632932662964,0.7647966742515564,0.35731664299964905,0.8653458952903748,0.6368134021759033,0.7603937983512878
0.29884591698646545,0.881507933139801,0.68120938539505,0.7981604933738708,0.35907456278800964,0.8661137223243713,0.6399726867675781,0.7613295912742615
0.2711859345436096,0.8932105898857117,0.7120514512062073,0.8222082853317261,0.3785786032676697,0.8644466996192932,0.6415794491767883,0.7645513415336609
0.2512880265712738,0.9014735817909241,0.7337743639945984,0.8381310701370239,0.40611910820007324,0.8650839328765869,0.6404568552970886,0.764294445514679
0.24479272961616516,0.9037454128265381,0.7385797500610352,0.8418915867805481,0.3830671012401581,0.8623595833778381,0.6296390891075134,0.7534895539283752
0.21743115782737732,0.9142321348190308,0.7684635519981384,0.8627128005027771,0.5221959352493286,0.8288408517837524,0.5528377294540405,0.6839871406555176
0.21901440620422363,0.9145146012306213,0.7697992324829102,0.863825261592865,0.5985117554664612,0.8244228959083557,0.5448594689369202,0.6788137555122375
0.20990940928459167,0.9177936315536499,0.7786276340484619,0.8701815009117126,0.40596717596054077,0.8620505928993225,0.635651171207428,0.7607953548431396
0.20083968341350555,0.92131108045578,0.7865319848060608,0.8750790953636169,0.4368835389614105,0.8638454675674438,0.6340636610984802,0.7567789554595947
0.1909865289926529,0.9254871606826782,0.7952542304992676,0.8815707564353943,0.477704793214798,0.8486108183860779,0.5996795296669006,0.7269349694252014
0.1677626520395279,0.9342846870422363,0.8220025897026062,0.8988736867904663,0.43702468276023865,0.8595333695411682,0.635784924030304,0.7609975337982178
0.14485305547714233,0.9431290030479431,0.8496684432029724,0.9164867401123047,0.5058407187461853,0.8515559434890747,0.6206793785095215,0.7466676831245422
0.13503636419773102,0.9474757313728333,0.8626759052276611,0.9243283867835999,0.6069815754890442,0.8427751064300537,0.6005991101264954,0.7294728755950928
0.12940716743469238,0.9489910006523132,0.8680499196052551,0.9274269342422485,0.5509175658226013,0.8639236688613892,0.6356877684593201,0.7607462406158447
0.11999325454235077,0.952383279800415,0.8764883875846863,0.9326229095458984,0.5459384322166443,0.86709064245224,0.641036331653595,0.7654299139976501
0.11035484075546265,0.9560896158218384,0.8855338096618652,0.9379459619522095,0.5342800617218018,0.8680245876312256,0.6458119750022888,0.768945038318634
0.10451903194189072,0.9585002064704895,0.8922713398933411,0.9416512846946716,0.6216057538986206,0.8477185964584351,0.6259332895278931,0.7526662349700928
0.09814874827861786,0.9610029458999634,0.8987930417060852,0.9454230666160583,0.614914059638977,0.8530563712120056,0.6306086182594299,0.7567506432533264
0.09184075146913528,0.9631901383399963,0.9039625525474548,0.948684573173523,0.5700075030326843,0.8661717772483826,0.6438316702842712,0.7673227787017822
0.08572453260421753,0.9654977321624756,0.9100742340087891,0.9520015120506287,0.6071564555168152,0.8701470494270325,0.6493215560913086,0.771930992603302
0.07863839715719223,0.9681969285011292,0.9176155924797058,0.9563331604003906,0.6357528567314148,0.8640798330307007,0.633512556552887,0.7577363848686218
